Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
modArmorImprintSorcerer,item_modifiers,mod,,,Imprint: Sorcerer,,,,,,インプリント：ソーサラー,,,,,,印记：巫师,印記：巫師,
modArmorImprintSorcererDesc,item_modifiers,mod,,,"Inspire the potential power in the body by the ancient mysterious pattern.\nCannot move while the ability is active.\nContinuously curse the target within the range. After the cursed target loses blood, it will restore the player's HP and endurance within the target range.\nDuring the ability period, it will continue to reduce water and stamina.\nDefault F key switch\nEquipment part: hand",,,,,,古代の神秘的なパターンによって、身体の潜在的な力を刺激します。\n能力がアクティブな間は移動できません。\n範囲内でターゲットを継続的に呪う呪われたターゲットが血を失った後、それはプレーヤーのHPと耐久性をターゲット範囲内に回復します。\n能力期間中、それは水と満腹感を減らし続けます。\nデフォルトのFキースイッチ\n装備部品：手,,,,,,借由古老的神秘图案启發体内的潜在力量。\n能力作用期间无法移动。\n持续诅咒范围内的目标，受到诅咒的目标失血后，会恢復该目标范围内的玩家HP与耐力。\n能力作用期间会持续减少水份与饱食度。\n预设F键开关\n装备部位：手部,借由古老的神秘圖案啟發體內的潛在力量。\n能力作用期間無法移動。\n持續詛咒範圍內的目標，受到詛咒的目標失血後，會恢復該目標範圍內的玩家HP與耐力。\n能力作用期間會持續減少水份與飽食度。\n預設F鍵開關\n裝備部位：手部,
modArmorImprintKnight,item_modifiers,mod,,,Imprint: Knight,,,,,,インプリント：騎士,,,,,,印记：骑士,印記：騎士,
modArmorImprintKnightDesc,item_modifiers,mod,,,"Inspire the potential power in the body by the ancient mysterious pattern.\nMovement speed -50%, attack speed -20%.\nThe teammates within the continuous blessing range will increase the armor value, increase the elemental damage against the elemental zombies, and restore a small amount of HP.\nDuring the ability period, it will continue to reduce water and stamina.\nDefault F key switch\nEquipment part: hand",,,,,,古代の神秘的なパターンによって、身体の潜在的な力を刺激します。\n移動速度-50％、攻撃速度-20％。\n継続的な祝福の範囲内のチームメイトは、鎧の価値を高め、エレメンタルゾンビに対するエレメンタルダメージを増やし、少量のHPを回復します。\n能力期間中、それは水と満腹感を減らし続けます。\nデフォルトのFキースイッチ\n装備部品：手,,,,,,借由古老的神秘图案启發体内的潜在力量。\n移动速度-50%，攻击速度-20%。\n持续加持范围内的队友，受到加持的队友会增加护甲值、增加抵抗元素殭尸的元素伤害、恢復微量的HP。\n能力作用期间会持续减少水份与饱食度。\n预设F键开关\n装备部位：手部,借由古老的神秘圖案啟發體內的潛在力量。\n移動速度-50%，攻擊速度-20%。\n持續加持範圍內的隊友，受到加持的隊友會增加護甲值、增加抵抗元素殭屍的元素傷害、恢復微量的HP。\n能力作用期間會持續減少水份與飽食度。\n預設F鍵開關\n裝備部位：手部,
modArmorImprintPriest,item_modifiers,mod,,,Imprint: Priest,,,,,,インプリント：祭司,,,,,,印记：祭司,印記：祭司,
modArmorImprintPriestDesc,item_modifiers,mod,,,"Inspire the potential power in the body by the ancient mysterious pattern.\nPriest himself attack damage -20%.\nLow temperature resistance +40, high temperature resistance +40, element resistance +40\nDuring the active period, the zombies in the range cannot move. After the priest himself kills the immovable zombies, his teammates can be blessed. But every time you kill a target, your satiety will decrease.\nIt will not cause diarrhea when eating dirty water or food.\nDuring the ability period, it will continue to reduce water content.\nDefault F key switch\nEquipment part: hand",,,,,,古代の神秘的なパターンによって、身体の潜在的な力を刺激します。\n司祭自身が攻撃ダメージ -20％。\n低温抵抗 +40、高温抵抗 +40、要素抵抗 +40\nアクティブ期間中、範囲内のゾンビは移動できません。 司祭自身が動かせないゾンビを殺した後、彼のチームメイトは祝福されることができます。 しかし、あなたがターゲットを殺すたびに、あなたの満腹感は減少します。\n汚れた水や食べ物を食べても下痢はしません。\n能力期間中、それは水分含有量を減らし続けます。\nデフォルトのFキースイッチ\n装備部品：手,,,,,,借由古老的神秘图案启發体内的潜在力量。\n祭司本身攻击伤害-20%。\n低温抗性+40，高温抗性+40，元素抗性+40\n能力作用期间，范围内的殭尸无法移动。祭司本身击杀无法移动的殭尸后，队友可以得到加持状态。但是每次击杀一名目标就会使饱食度下降。\n食用髒水或食物时，不会导致腹泻。\n能力作用期间会持续减少水份。\n预设F键开关\n装备部位：手部,借由古老的神秘圖案啟發體內的潛在力量。\n祭司本身攻擊傷害-20%。\n低溫抗性+40，高溫抗性+40，元素抗性+40\n能力作用期間，範圍內的殭屍無法移動。祭司本身擊殺無法移動的殭屍後，隊友可以得到加持狀態。但是每次擊殺一名目標就會使飽食度下降。\n食用髒水或食物時，不會導致腹瀉。\n能力作用期間會持續減少水份。\n預設F鍵開關\n裝備部位：手部,
modArmorImprintOwl,item_modifiers,mod,,,Imprint: Snowy Owl,,,,,,インプリント：シロフクロウ,,,,,,印记：雪鴞,印記：雪鴞,
modArmorImprintOwlDesc,item_modifiers,mod,,,"Inspire the potential power in the body by the ancient mysterious pattern.\nDuring the ability period, the screen appears cold and fuzzy, unable to move or attack, but the physical resistance is increased by 90%.\nDuring the active period, continue to restore your HP.\nDuring the ability period, when the stamina is 10 points or more, the teammates within 8 blocks will receive the effect of ""fetters"" and continue to restore HP.\nDuring the ability, enemies within 8 blocks will be affected by absolute zero and cannot move.\nDuring the ability period, stamina and food will be continuously reduced.\nDefault F key switch\nEquipment part: hand",,,,,,古代の神秘的なパターンによって、身体の潜在的な力を刺激します。\n能力期間中、画面は冷たくぼやけて見え、移動したり攻撃したりすることはできませんが、物理的な抵抗は90％増加します。\nアクティブ期間中は、引き続きHPを復元してください。\n能力期間中、スタミナが10ポイント以上になると、8ブロック以内のチームメイトは「束縛」の効果を受け、HPを回復し続けます。\n能力期間中、8ブロック内の敵は絶対零度の影響を受けて移動できません。\n能力期間中、スタミナと満腹感は継続的に減少します。\nデフォルトのFキースイッチ\n装備部品：手,,,,,,借由古老的神秘图案启發体内的潜在力量。\n能力作用期间，画面呈现冰冷模煳状态，无法移动，也无法进行攻击，但是物理抗性增加90%。\n能力作用期间，持续恢復自己生命力。\n能力作用期间，耐力在10点以上时，范围8格以内的队友将受到「羁绊」的效果持续恢復生命力。\n能力作用期间，范围8格以内的敌人会受绝对零度的影响而无法移动。\n能力作用期间会持续减少耐力与饱食度。\n预设F键开关\n装备部位：手部,借由古老的神秘圖案啟發體內的潛在力量。\n能力作用期間，畫面呈現冰冷模糊狀態，無法移動，也無法進行攻擊，但是物理抗性增加90%。\n能力作用期間，持續恢復自己生命力。\n能力作用期間，耐力在10點以上時，範圍8格以內的隊友將受到「羈絆」的效果持續恢復生命力。\n能力作用期間，範圍8格以內的敵人會受絕對零度的影響而無法移動。\n能力作用期間會持續減少耐力與飽食度。\n預設F鍵開關\n裝備部位：手部,

statCustomHealthAmount,ui_display,Item stat,,,Instant recovery of HP,,,,,,HPの即時回復,,,,,,即时恢復HP,即時恢復HP,
statCustomStopsConcussion,ui_display,Item stat,,,Healing concussion,,,,,,震えを治す,,,,,,治愈脑震盪,治愈腦震盪,
statCustomTreatmentDeclarationOfDeath,ui_display,Item stat,,,"Healing of ""Declaration of death"" status",,,,,,「死の宣言」ステータスの回復,,,,,,治疗「死亡宣告」状态,治療「死亡宣告」狀態,
statCustomAttributeLevelPerception,ui_display,Item stat,,,Perception,,,,,,知覚,,,,,,感知,感知,
statCustomAttributeLevelStrength,ui_display,Item stat,,,Strength,,,,,,強さ,,,,,,力量,力量,
statCustomAttributeLevelFortitude,ui_display,Item stat,,,Fortitude,,,,,,忍耐,,,,,,坚毅,堅毅,
statCustomAttributeLevelAgility,ui_display,Item stat,,,Agility,,,,,,素早さ,,,,,,敏捷,敏捷,
statCustomAttributeLevelIntellect,ui_display,Item stat,,,Intellect,,,,,,知能,,,,,,智力,智力,
statCustomJumpStrength,ui_display,Item stat,,,Jumping ability,,,,,,ジャンプ能力,,,,,,跳跃能力,跳躍能力,
statCustomStaminaLoss,ui_display,Item stat,,,Stamina Cost,,,,,,スタミナコスト,,,,,,体力值消耗,耐力消耗,
statCustomMoveingSpeed,ui_display,Item stat,,,Moving speed,,,,,,移動速度,,,,,,移动速度,移動速度,
statCustomDebuffMoveDown,ui_display,Item stat,,,Negative effect (movement speed),,,,,,悪影響（移動速度）,,,,,,负面效果(移动速度),負面效果(移動速度),
statCustomDebuffDuration,ui_display,Item stat,,,Debuff time (sec),,,,,,負の効果時間（秒）,,,,,,负面效果时间(s),負面效果時間(s),
statCustomEXP,ui_display,Item stat,,,Experience,,,,,,経験,,,,,,经验值,經驗值,
statCustomExplodeOnTouch,ui_display,Item stat,,,Explode on touch,,,,,,タッチで爆発,,,,,,触碰即爆炸,觸碰即爆炸,
statCustomEntityDamageTotal,ui_display,Item stat,,,Physical damage total,,,,,,物理的損傷の合計,,,,,,实体伤害总合,實體傷害總合,
statCustomElementEffectBurning,ui_display,Item stat,,,Burning,,,,,,燃焼,,,,,,燃烧,燃燒,
statCustomElementEffectElectric,ui_display,Item stat,,,Electric Shock,,,,,,感電,,,,,,电击,電擊,
statCustomElementEffectBloodletting,ui_display,Item stat,,,Bloodletting,,,,,,流血,,,,,,放血,放血,
statCustomElementEffectNarcosis,ui_display,Item stat,,,Anesthesia,,,,,,麻酔,,,,,,麻醉,麻醉,
statCustomElementEffectIceBite,ui_display,Item stat,,,Frost Bite,,,,,,凍傷,,,,,,霜咬,霜咬,
statCustomDismemberChance,ui_display,Item stat,,,Dismember Chance,,,,,,切断率,,,,,,肢解率,肢解率,
statCustomBleedingToHealthSteal,ui_display,Item stat,,,Bleeding state increases health steal ability,,,,,,出血状態は吸血能力を高める,,,,,,流血状态增加吸血能力,流血狀態增加吸血能力,
statCustomNightToHealthSteal,ui_display,Item stat,,,Night state increases health steal ability,,,,,,夜の状態は吸血能力を高めます,,,,,,夜间状态增加吸血能力,夜間狀態增加吸血能力,
statCustomNightNoiseMultiplier,ui_display,Item stat,,,Increased mute capability at night,,,,,,夜間のミュート機能の向上,,,,,,夜间状态增加静音能力,夜間狀態增加靜音能力,
statCustomStaminaMax,ui_display,Item stat,,,Max Stamina,,,,,,Max ススタミナ,,,,,,最大耐力值,最大耐力值,
statCustomAntiphasicDetonateBurning,ui_display,Item stat,,,Feedback chance of burning,,,,,,フィードバックの燃焼確率,,,,,,反馈燃烧机率,反饋燃燒機率,
statCustomAntiphasicDetonateShock,ui_display,Item stat,,,Feedback chance of electric shock,,,,,,フィードバックの電気ショック確率,,,,,,反馈电击机率,反饋電擊機率,
statCustomAntiphasicDetonateBleed,ui_display,Item stat,,,Feedback chance of bleeding,,,,,,フィードバックの出血確率,,,,,,反馈流血机率,反饋流血機率,
statCustomAntiphasicDetonateNarcosis,ui_display,Item stat,,,Feedback chance of anesthesia,,,,,,フィードバックの麻酔確率,,,,,,反馈麻醉机率,反饋麻醉機率,
statCustomAntiphasicDetonateFrostBite,ui_display,Item stat,,,Feedback chance of slowdowns,,,,,,フィードバックの遅い速度確率,,,,,,反馈缓速机率,反饋緩速機率,
statCustomCellDivisionCoolDown,ui_display,Item stat,,,Resist the burning damage of fire-type zombies,,,,,,火型ゾンビの灼熱のダメージに抵抗する,,,,,,抵抗火焰型殭尸的燃烧伤害,抵抗火焰型殭屍的燃燒傷害,
statCustomCellDivisionBlocking,ui_display,Item stat,,,Resist the electric damage of electric-type zombies,,,,,,電気ゾンビによる電気的ダメージに抵抗する,,,,,,抵抗电击型殭尸的电击伤害,抵抗電擊型殭屍的電擊傷害,
statCustomCellDivisionSerum,ui_display,Item stat,,,Resist the poison damage of poison-type zombies,,,,,,毒ゾンビの毒ダメージに抵抗する,,,,,,抵抗猛毒型殭尸的猛毒伤害,抵抗猛毒型殭屍的猛毒傷害,
statCustomCellDivisionStimulate,ui_display,Item stat,,,Resist the narcotic effects of narcotic-type zombies,,,,,,麻薬ゾンビの麻薬効果に抵抗する,,,,,,抵抗麻醉型殭尸的麻醉效果,抵抗麻醉型殭屍的麻醉效果,
statCustomCellDivisionRebirth,ui_display,Item stat,,,"Resist the ""Declaration of death"" effect of the dementing-type zombie",,,,,,痴呆ゾンビの死の宣言効果に抵抗する,,,,,,抵抗勾魂型殭尸的死亡宣告效果,抵抗勾魂型殭屍的死亡宣告效果,
statCustomCellDivisionBoiling,ui_display,Item stat,,,Resist the freezing effect of frozen-type zombies,,,,,,凍ったゾンビの凍りつく効果に抵抗する,,,,,,抵抗冰冻型殭尸的冰冻效果,抵抗冰凍型殭屍的冰凍效果,
statCustomCellDivisionDetermination,ui_display,Item stat,,,Resist the curse effect of the cursed-type zombies,,,,,,呪われたゾンビの呪いの効果に抵抗する,,,,,,抵抗咒降型殭尸的诅咒效果,抵抗咒降型殭屍的詛咒效果,
statCustomFaintChance,ui_display,Item stat,,,Chance of fainting,,,,,,失神の可能性,,,,,,昏倒,昏倒,
statCustomHighElectricVoltage,ui_display,Item stat,,,High voltage damage,,,,,,高電圧傷害,,,,,,高电压伤害,高電壓傷害,

EntityLootContainerElementsFlame,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(火),,,,,,掉落的战利品(燃烧),掉落的戰利品(燃燒),
EntityLootContainerElementsFlameBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(火 Advanced),,,,,,掉落的战利品(燃烧 Advanced),掉落的戰利品(燃燒 Advanced),
EntityLootContainerElementsElectric,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(電気),,,,,,掉落的战利品(电击),掉落的戰利品(電擊),
EntityLootContainerElementsElectricBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(電気 Advanced),,,,,,掉落的战利品(电击 Advanced),掉落的戰利品(電擊 Advanced),
EntityLootContainerElementsPoison,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(毒),,,,,,掉落的战利品(剧毒),掉落的戰利品(猛毒),
EntityLootContainerElementsPoisonBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(毒 Advanced),,,,,,掉落的战利品(剧毒 Advanced),掉落的戰利品(猛毒 Advanced),
EntityLootContainerElementsNarcosis,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(睡眠),,,,,,掉落的战利品(麻醉),掉落的戰利品(麻醉),
EntityLootContainerElementsNarcosisBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(睡眠 Advanced),,,,,,掉落的战利品(麻醉 Advanced),掉落的戰利品(麻醉 Advanced),
EntityLootContainerElementsDark,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(闇),,,,,,掉落的战利品(黑暗),掉落的戰利品(黑暗),
EntityLootContainerElementsDarkBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(闇 Advanced),,,,,,掉落的战利品(黑暗 Advanced),掉落的戰利品(黑暗 Advanced),
EntityLootContainerElementsCold,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(氷),,,,,,掉落的战利品(冰冻),掉落的戰利品(冰凍),
EntityLootContainerElementsColdBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(氷 Advanced),,,,,,掉落的战利品(冰冻 Advanced),掉落的戰利品(冰凍 Advanced),
EntityLootContainerElementsCurseDecline,entityclasses,Entity Info,,,Drop loot(Elemental),,,,,,ドロップした戦利品(咒),,,,,,掉落的战利品(咒降),掉落的戰利品(咒降),
EntityLootContainerElementsCurseDeclineBoss,entityclasses,Entity Info,,,Drop loot(Elemental Advanced),,,,,,ドロップした戦利品(咒 Advanced),,,,,,掉落的战利品(咒降 Advanced),掉落的戰利品(咒降 Advanced),
EntityLootContainerElementsMaleHazmatBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsFootballPlayerBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsSnowBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsBurntBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsSpiderBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsDemolitionBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsBearBoss,entityclasses,Entity Info,,,Drop loot(Giant boss type),,,,,,戦利品ドロップ（巨大ボスタイプ）,,,,,,掉落的战利品(巨大化BOSS型),掉落的戰利品(巨大化BOSS型),
EntityLootContainerElementsFatCopEpicBoss,entityclasses,Entity Info,,,Drop loot(Epic Giant boss type),,,,,,戦利品ドロップ（Epic 巨大ボスタイプ）,,,,,,掉落的战利品(Epic 巨大化BOSS型),掉落的戰利品(Epic 巨大化BOSS型),
EntityLootContainerElementsNurse,entityclasses,Entity Info,,,Loot dropped (limited nurse),,,,,,戦利品ドロップ（限定ナース）,,,,,,掉落的战利品(限定护士),掉落的戰利品(限定護士),
EntityLootContainerElementsFarmer,entityclasses,Entity Info,,,Loot dropped (limited farmers),,,,,,戦利品ドロップ（限定農家）,,,,,,掉落的战利品(限定农夫),掉落的戰利品(限定農夫),
EntityLootContainerElementsBurnt,entityclasses,Entity Info,,,Loot dropped (limited burn victims),,,,,,戦利品ドロップ（限定火傷の犠牲者）,,,,,,掉落的战利品(限定烧伤的罹难者),掉落的戰利品(限定燒傷的罹難者),
EntityLootContainerElementsLab,entityclasses,Entity Info,,,Loot dropped (limited female researchers),,,,,,戦利品ドロップ（限定女性研究者）,,,,,,掉落的战利品(限定女性研究员),掉落的戰利品(限定女性研究員),
EntityLootContainerElementsUtilityWorker,entityclasses,Entity Info,,,Loot dropped (limited utility worker),,,,,,戦利品ドロップ（限定勤勉な労働者）,,,,,,掉落的战利品(限定勤劳的工人),掉落的戰利品(限定勤勞的工人),
EntityLootContainerElementsSnow,entityclasses,Entity Info,,,Loot dropped (limited lumberjack),,,,,,戦利品ドロップ（限定ランバージャック）,,,,,,掉落的战利品(限定伐木工人),掉落的戰利品(限定伐木工人),
EntityLootContainerElementsBiker,entityclasses,Entity Info,,,Loot dropped (limited zombie biker),,,,,,戦利品ドロップ（限定ゾンビバイカー）,,,,,,掉落的战利品(限定丧尸摩托手),掉落的戰利品(限定飆車族),
EntityLootContainerElementsBossMissionSpecific,,,,,Loot dropped (limited special mission: police),,,,,,戦利品ドロップ（限定された特別任務：警察）,,,,,,掉落的战利品(限定专用任务：警察),掉落的戰利品(限定專用任務：警察),

zombieBloodyMary,entityclasses,Entity,,,Bloody Mary,,,,,,ブラッディマリー,,,,,,血腥玛丽,血腥瑪麗,
zombieFatCopElementFlameBoss,entityclasses,Entity,,,Flame type police boss,,,,,,炎の太った警察BOSS,,,,,,火焰的肥胖警察王,火焰的肥胖警察王,
zombieFatCopElementElectricBoss,entityclasses,Entity,,,Electric type police boss,,,,,,感電の太った警察BOSS,,,,,,电击的肥胖警察王,電擊的肥胖警察王,
zombieFatCopElementPoisonBoss,entityclasses,Entity,,,Poison type police boss,,,,,,毒性の高いの太った警察BOSS,,,,,,剧毒的肥胖警察王,猛毒的肥胖警察王,
zombieFatCopElementNarcosisBoss,entityclasses,Entity,,,Narcosis type police boss,,,,,,麻酔したの太った警察BOSS,,,,,,麻醉的肥胖警察王,麻醉的肥胖警察王,
zombieFatCopElementDarkBoss,entityclasses,Entity,,,Dark type police boss,,,,,,勾魂の太った警察BOSS,,,,,,勾魂的肥胖警察王,勾魂的肥胖警察王,
zombieFatCopElementColdBoss,entityclasses,Entity,,,Cold type police boss,,,,,,凍ったの太った警察BOSS,,,,,,冰冻的肥胖警察王,冰凍的肥胖警察王,
zombieFatCopElementCurseDeclineBoss,entityclasses,Entity,,,Curse type police boss,,,,,,呪われたの太った警察BOSS,,,,,,咒降的肥胖警察王,咒降的肥胖警察王,
zombieFatCopElementBossMissionSpecific,entityclasses,Entity,,,Furious fat policeman,,,,,,猛烈な太った警察BOSS,,,,,,暴怒的肥胖警察王,暴怒的肥胖警察王,
zombieWightElementFlameBoss,entityclasses,Entity,,,Wight boss(flame),,,,,,炎のワイルドゴーストBOSS,,,,,,火焰的狂野幽灵王,火焰的狂野幽靈王,
zombieWightElementElectricBoss,entityclasses,Entity,,,Wight boss(electric),,,,,,感電のワイルドゴーストBOSS,,,,,,电击的狂野幽灵王,電擊的狂野幽靈王,
zombieWightElementPoisonBoss,entityclasses,Entity,,,Wight boss(poison),,,,,,毒性の高いのワイルドゴーストBOSS,,,,,,剧毒的狂野幽灵王,猛毒的狂野幽靈王,
zombieWightElementNarcosisBoss,entityclasses,Entity,,,Wight boss(narcosis),,,,,,麻酔したのワイルドゴーストBOSS,,,,,,麻醉的狂野幽灵王,麻醉的狂野幽靈王,
zombieWightElementDarkBoss,entityclasses,Entity,,,Wight boss(dark),,,,,,勾魂のワイルドゴーストBOSS,,,,,,勾魂的狂野幽灵王,勾魂的狂野幽靈王,
zombieWightElementColdBoss,entityclasses,Entity,,,Wight boss(cold),,,,,,凍ったのワイルドゴーストBOSS,,,,,,冰冻的狂野幽灵王,冰凍的狂野幽靈王,
zombieWightElementCurseDeclineBoss,entityclasses,Entity,,,Wight boss(curse),,,,,,呪われたのワイルドゴーストBOSS,,,,,,咒降的狂野幽灵王,咒降的狂野幽靈王,
zombieBurntElementFlameBoss,entityclasses,Entity,,,Burnt victim boss(flame),,,,,,炎の焦げた体BOSS,,,,,,火焰的焦尸王,火焰的焦屍王,
zombieBurntElementElectricBoss,entityclasses,Entity,,,Burnt victim boss(electric),,,,,,感電の焦げた体BOSS,,,,,,电击的焦尸王,電擊的焦屍王,
zombieBurntElementPoisonBoss,entityclasses,Entity,,,Burnt victim boss(poison),,,,,,毒性の高いの焦げた体BOSS,,,,,,勐毒的焦尸王,猛毒的焦屍王,
zombieBurntElementNarcosisBoss,entityclasses,Entity,,,Burnt victim boss(narcosis),,,,,,麻酔したの焦げた体BOSS,,,,,,麻醉的焦尸王,麻醉的焦屍王,
zombieBurntElementDarkBoss,entityclasses,Entity,,,Burnt victim boss(dark),,,,,,勾魂の焦げた体BOSS,,,,,,勾魂的焦尸王,勾魂的焦屍王,
zombieBurntElementColdBoss,entityclasses,Entity,,,Burnt victim boss(cold),,,,,,凍ったの焦げた体BOSS,,,,,,冰冻的焦尸王,冰凍的焦屍王,
zombieBurntElementCurseDeclineBoss,entityclasses,Entity,,,Burnt victim boss(curse),,,,,,呪われたの焦げた体BOSS,,,,,,咒降的焦尸王,咒降的焦屍王,
zombieDemolitionElementFlameBoss,entityclasses,Entity,,,Demolition boss(flame),,,,,,炎の解体作業員BOSS,,,,,,火焰的拆除工人王,火焰的拆除工人王,
zombieDemolitionElementElectricBoss,entityclasses,Entity,,,Demolition boss(electric),,,,,,感電の解体作業員BOSS,,,,,,电击的拆除工人王,電擊的拆除工人王,
zombieDemolitionElementPoisonBoss,entityclasses,Entity,,,Demolition boss(poison),,,,,,毒性の高いの解体作業員BOSS,,,,,,剧毒的拆除工人王,猛毒的拆除工人王,
zombieDemolitionElementNarcosisBoss,entityclasses,Entity,,,Demolition boss(narcosis),,,,,,麻酔したの解体作業員BOSS,,,,,,麻醉的拆除工人王,麻醉的拆除工人王,
zombieDemolitionElementDarkBoss,entityclasses,Entity,,,Demolition boss(dark),,,,,,勾魂の解体作業員BOSS,,,,,,勾魂的拆除工人王,勾魂的拆除工人王,
zombieDemolitionElementColdBoss,entityclasses,Entity,,,Demolition boss(cold),,,,,,凍ったの解体作業員BOSS,,,,,,冰冻的拆除工人王,冰凍的拆除工人王,
zombieDemolitionElementCurseDeclineBoss,entityclasses,Entity,,,Demolition boss(curse),,,,,,呪われたの解体作業員BOSS,,,,,,咒降的拆除工人王,咒降的拆除工人王,
animalWolfElementFlameBoss,entityclasses,Entity,,,Dire wolf boss(flame),,,,,,炎のスカウトウルフBOSS,,,,,,火焰的侦察级狼王,火焰的偵察級狼王,
animalWolfElementElectricBoss,entityclasses,Entity,,,Dire wolf boss(electric),,,,,,感電のスカウトウルフBOSS,,,,,,电击的侦察级狼王,電擊的偵察級狼王,
animalWolfElementPoisonBoss,entityclasses,Entity,,,Dire wolf boss(poison),,,,,,毒性の高いのスカウトウルフBOSS,,,,,,勐毒的侦察级狼王,猛毒的偵察級狼王,
animalWolfElementNarcosisBoss,entityclasses,Entity,,,Dire wolf boss(narcosis),,,,,,麻酔したのスカウトウルフBOSS,,,,,,麻醉的侦察级狼王,麻醉的偵察級狼王,
animalWolfElementDarkBoss,entityclasses,Entity,,,Dire wolf boss(dark),,,,,,勾魂のスカウトウルフBOSS,,,,,,勾魂的侦察级狼王,勾魂的偵察級狼王,
animalWolfElementColdBoss,entityclasses,Entity,,,Dire wolf boss(cold),,,,,,凍ったのスカウトウルフBOSS,,,,,,冰冻的侦察级狼王,冰凍的偵察級狼王,
animalWolfElementCurseDeclineBoss,entityclasses,Entity,,,Dire wolf boss(curse),,,,,,呪われたのスカウトウルフBOSS,,,,,,咒降的侦察级狼王,咒降的偵察級狼王,
zombieMaleHazmatElementDarkBoss,entityclasses,Entity,,,Hazmat boss(dark),,,,,,失神の危険な仕事中毒BOSS,,,,,,失神的危险工作狂,失神的危險工作狂,

zombieBoeElementFlame,entityclasses,Entity,,,Boe(flame),,,,,,炎の感染した生存者,,,,,,火焰的被感染倖存者,火焰的被感染倖存者,
zombieBoeElementFlameLeader,entityclasses,Entity,,,Leader Boe(flame),,,,,,炎のリーダーの感染した生存者,,,,,,火焰的领导型被感染倖存者,火焰的領導型被感染倖存者,
zombieFootballPlayerElementFlame,entityclasses,Entity,,,Footballplayer(flame),,,,,,炎のラグビー選手,,,,,,火焰的橄榄球运动员,火焰的橄欖球運動員,
zombieFootballPlayerElementFlameLeader,entityclasses,Entity,,,Leader Footballplayer(flame),,,,,,炎のリーダーのラグビー選手,,,,,,火焰的领导型橄榄球运动员,火焰的領導型橄欖球運動員,
zombieFemaleFatElementFlame,entityclasses,Entity,,,Fat Female(flame),,,,,,炎の肥満の女性,,,,,,火焰的肥胖女人,火焰的肥胖女人,
zombieFemaleFatElementFlameLeader,entityclasses,Entity,,,Leader Fat Female(flame),,,,,,炎のリーダーの肥満の女性,,,,,,火焰的领导型肥胖女人,火焰的領導型肥胖女人,
zombieJoeElementFlame,entityclasses,Entity,,,Joe(flame),,,,,,炎の腐ったゾンビ,,,,,,火焰的溃烂殭尸,火焰的潰爛殭屍,
zombieJoeElementFlameLeader,entityclasses,Entity,,,Leader Joe(flame),,,,,,炎のリーダーの腐ったゾンビ,,,,,,火焰的领导型溃烂殭尸,火焰的領導型潰爛殭屍,
zombieBikerElementFlame,entityclasses,Entity,,,Biker(flame),,,,,,炎のドラッグレース,,,,,,火焰的飙车族,火焰的飆車族,
